"race","driver","1stFree","2ndFree","3rdFree","1stQualif","2ndQualif","3rdQualif"
"2016japan","rgrosjean",95.688,94.241,94.272,92.458,92.176,91.961
"2016japan","sperez",94.767,93.57,93.921,92.682,92.237,91.961
"2016japan","svettel",93.525,93.103,92.731,91.659,91.227,91.028
"2016japan","vbottas",95.381,94.028,93.865,92.383,92.315,NA
"2016usa","csainz",100.14,98.971,98.71,97.744,97.175,97.326
"2016usa","dkvyat",100.131,99.202,98.691,97.844,97.48,NA
"2016usa","dricciardo",99.963,97.552,97.032,96.759,96.255,95.509
"2016usa","egutierrez",100.97,100.114,98.939,98.053,97.773,NA
"2016usa","eocon",103.874,100.086,99.771,98.806,NA,NA
"2016usa","falonso",100.362,98.801,98.452,97.913,97.417,NA
"2016usa","fmassa",100.191,99.281,98.607,97.402,97.214,97.269
"2016usa","jbutton",101.663,98.713,98.212,98.327,NA,NA
"2016usa","jpalmer",102.332,99.455,98.528,98.084,97.935,NA
"2016usa","kmagnussen",101.942,99.159,99.105,98.317,NA,NA
"2016usa","kraikkonen",99.407,98.865,97.284,96.985,96.584,96.131
"2016usa","lhamilton",97.428,97.649,97.483,96.296,96.45,94.999
"2016usa","lnasr",100.287,99.189,99.509,98.583,NA,NA
"2016usa","mericsson",101.17,100.219,99.239,98.04,99.356,NA
"2016usa","mverstappen",99.379,98.258,96.766,96.613,96.857,95.747
"2016usa","nhulkenberg",99.712,98.508,97.948,96.95,96.626,96.628
"2016usa","nrosberg",97.743,97.358,97.784,96.397,96.351,95.215
"2016usa","pwehrlein",NA,101.131,101.427,98.548,NA,NA
"2016usa","rgrosjean",100.826,99.554,99.097,98.308,NA,NA
"2016usa","sperez",NA,98.568,98.512,97.345,97.353,NA
"2016usa","svettel",99.988,98.178,97.894,97.151,96.462,96.358
"2016usa","vbottas",99.776,99.197,98.188,97.456,97.202,97.116
"2016mexico","csainz",82.563,80.974,80.325,80.457,80.169,80.378
"2016mexico","dkvyat",82.215,81.193,80.586,81.454,NA,NA
"2016mexico","dricciardo",81.727,80.448,79.37,79.713,79.553,79.133
"2016mexico","egutierrez",82.91,82.408,81.338,81.401,NA,NA
"2016mexico","eocon",84.083,82.298,81.921,81.881,NA,NA
"2016mexico","falonso",83.089,81.003,80.6,80.552,80.282,NA
"2016mexico","fmassa",81.836,81.326,79.997,80.423,80.151,80.032
"2016mexico","jbutton",83.342,81.198,81.152,81.333,80.673,NA
"2016mexico","jpalmer",84.097,81.785,80.959,NA,NA,NA
"2016mexico","kmagnussen",83.556,81.442,81.345,81.254,81.131,NA
"2016mexico","kraikkonen",81.072,80.259,79.994,79.554,79.936,79.376
"2016mexico","lhamilton",80.914,79.794,79.231,79.447,79.137,78.704
"2016mexico","lnasr",83.089,82.037,82.354,81.692,NA,NA
"2016mexico","mericsson",82.723,81.997,81.245,81.062,81.536,NA
"2016mexico","mverstappen",82.877,80.619,79.137,79.874,78.972,79.054
"2016mexico","nhulkenberg",81.409,80.574,80.255,80.599,79.769,79.33
"2016mexico","nrosberg",81.673,80.225,79.618,79.996,79.761,78.958
"2016mexico","pwehrlein",84.35,81.98,81.758,81.363,81.785,NA
"2016mexico","rgrosjean",82.5,82.105,81.601,81.916,NA,NA
"2016mexico","sperez",81.2,81.579,80.472,80.308,80.287,NA
"2016mexico","svettel",80.993,79.79,79.937,79.865,79.385,79.381
"2016mexico","vbottas",81.447,80.629,79.811,80.338,79.958,79.551
"2016brazil","csainz",73.711,73.801,73.293,72.95,72.92,NA
"2016brazil","dkvyat",74.09,73.689,73.609,73.071,72.726,NA
"2016brazil","dricciardo",72.371,72.828,72.287,72.409,72.047,71.54
"2016brazil","egutierrez",NA,74.558,73.596,73.052,72.431,NA
"2016brazil","eocon",74.827,74.317,74.222,73.432,NA,NA
"2016brazil","falonso",74.296,73.572,73.002,72.7,72.312,72.266
"2016brazil","fmassa",73.318,72.789,72.99,72.432,72.521,NA
"2016brazil","jbutton",74.252,73.44,73.75,73.276,NA,NA
"2016brazil","jpalmer",74.908,74.436,72.968,73.259,73.258,NA
"2016brazil","kmagnussen",NA,74.109,73.255,73.41,NA,NA
"2016brazil","kraikkonen",73.569,73.047,72.027,72.1,72.301,71.404
"2016brazil","lhamilton",71.895,72.271,71.833,71.511,71.238,70.736
"2016brazil","lnasr",74.631,74.309,73.992,73.681,NA,NA
"2016brazil","mericsson",74.654,74.695,NA,73.623,NA,NA
"2016brazil","mverstappen",71.991,72.928,72.077,71.957,71.834,71.485
"2016brazil","nhulkenberg",73.293,73.299,73.203,72.428,72.36,72.104
"2016brazil","nrosberg",72.125,72.301,71.74,71.815,71.373,70.838
"2016brazil","pwehrlein",74.948,74.958,73.972,73.427,NA,NA
"2016brazil","rgrosjean",74.507,74.074,73.344,72.893,72.343,71.937
"2016brazil","sperez",73.289,73.918,73.231,72.684,72.331,72.165
"2016brazil","svettel",73.567,73.002,71.959,72.159,72.01,71.495
"2016brazil","vbottas",73.129,72.761,72.614,72.68,72.42,NA
"2016abudhabi","csainz",104.685,104.478,103.301,102.393,NA,NA
"2016abudhabi","dkvyat",121.989,105.948,104.105,102.003,NA,NA
"2016abudhabi","dricciardo",103.362,101.39,101.831,101.002,100.429,99.589
"2016abudhabi","egutierrez",105.925,103.012,102.354,101.639,101.48,NA
"2016abudhabi","eocon",NA,103.6,103.733,102.286,NA,NA
"2016abudhabi","falonso",106.379,102.366,102.585,101.616,101.044,101.106
"2016abudhabi","fmassa",105.039,102.268,102.683,101.157,100.858,101.213
"2016abudhabi","jbutton",107.127,102.823,102.664,101.158,101.272,NA
"2016abudhabi","jpalmer",106.219,103.272,102.616,101.775,101.82,NA
"2016abudhabi","kmagnussen",106.372,104.117,103.057,102.142,NA,NA
"2016abudhabi","kraikkonen",104.556,101.464,100.999,100.338,99.629,99.604
"2016abudhabi","lhamilton",102.869,100.861,101.065,99.487,99.382,98.755
"2016abudhabi","lnasr",105.778,103.903,103.417,102.247,NA,NA
"2016abudhabi","mericsson",105.168,104.045,104.238,102.637,NA,NA
"2016abudhabi","mverstappen",103.297,101.389,100.912,100.424,99.903,99.818
"2016abudhabi","nhulkenberg",NA,102.264,102.067,101,100.709,100.501
"2016abudhabi","nrosberg",103.243,100.94,101.168,100.511,99.49,99.058
"2016abudhabi","pwehrlein",106.458,103.754,103.145,101.886,101.995,NA
"2016abudhabi","rgrosjean",105.6,103.108,102.805,101.467,101.564,NA
"2016abudhabi","sperez",104.155,102.041,101.885,100.864,100.743,100.519
"2016abudhabi","svettel",104.005,101.13,100.775,100.341,100.034,99.661
"2016abudhabi","vbottas",105.94,101.959,102.076,101.192,101.084,NA
"2017australia","agiovinazzi",NA,NA,88.583,86.419,NA,NA
"2017australia","csainz",86.45,85.084,85.948,85.542,84.997,84.487
"2017australia","dkvyat",86.514,85.493,86.049,85.97,84.864,84.512
"2017australia","dricciardo",84.886,84.65,85.092,85.383,83.989,NA
"2017australia","eocon",87.656,86.145,87.103,86.009,85.568,NA
"2017australia","falonso",87.116,86,86.556,85.872,85.425,NA
"2017australia","fmassa",86.142,86.331,86.237,85.099,84.597,84.443
"2017australia","jpalmer",88.585,87.549,88.32,88.244,NA,NA
"2017australia","kmagnussen",87.667,87.279,86.138,86.847,NA,NA
"2017australia","kraikkonen",85.372,84.525,83.988,84.352,83.376,83.033
"2017australia","lhamilton",84.22,83.62,83.87,84.191,83.251,82.188
"2017australia","lstroll",86.734,86.525,87.327,87.143,NA,NA
"2017australia","mericsson",87.348,86.498,87.402,86.236,86.465,NA
"2017australia","mverstappen",85.246,85.013,86.269,84.482,84.092,83.485
"2017australia","nhulkenberg",86.183,85.478,85.063,84.975,85.091,NA
"2017australia","rgrosjean",86.168,85.436,85.581,85.419,84.718,84.074
"2017australia","sperez",86.276,85.591,86.457,85.064,85.081,NA
"2017australia","svandoorne",88.695,86.608,86.699,86.858,NA,NA
"2017australia","svettel",85.464,84.167,83.38,85.21,83.401,82.456
"2017australia","vbottas",84.803,84.176,83.859,84.514,83.215,82.481
"2017china","agiovinazzi",135.281,NA,96.705,94.963,NA,NA
"2017china","csainz",112.84,NA,95.223,94.567,94.15,NA
"2017china","dkvyat",113.314,NA,95.804,94.44,94.034,93.719
"2017china","dricciardo",114.038,NA,95.092,94.041,93.546,93.033
"2017china","eocon",NA,NA,95.811,95.496,NA,NA
"2017china","falonso",113.52,NA,95.912,94.499,94.372,NA
"2017china","fmassa",112.086,NA,94.773,94.205,93.759,93.507
"2017china","jpalmer",NA,NA,95.192,95.279,NA,NA
"2017china","kmagnussen",115.104,NA,95.521,94.942,94.164,NA
"2017china","kraikkonen",NA,NA,93.389,93.341,92.181,92.14
"2017china","lhamilton",NA,NA,93.879,93.333,92.406,91.678
"2017china","lstroll",112.507,NA,95.182,93.986,94.09,94.22
"2017china","mericsson",135.138,NA,96.063,94.892,95.046,NA
"2017china","mverstappen",110.491,NA,94.946,95.433,NA,NA
"2017china","nhulkenberg",115.608,NA,95.449,94.453,93.636,93.58
"2017china","rgrosjean",113.039,NA,95.68,95.223,NA,NA
"2017china","sperez",NA,NA,95.626,94.657,93.92,93.706
"2017china","svandoorne",117.445,NA,96.221,95.023,NA,NA
"2017china","svettel",NA,NA,93.336,93.078,92.391,91.864
"2017china","vbottas",114.664,NA,93.707,93.684,92.552,91.865
"2017bahrain","csainz",96.079,94.072,93.604,92.118,NA,NA
"2017bahrain","dkvyat",94.838,92.707,93.744,91.531,90.923,NA
"2017bahrain","dricciardo",93.097,91.376,92.809,91.667,90.497,89.545
"2017bahrain","eocon",94.332,92.875,94.064,91.774,91.684,NA
"2017bahrain","falonso",94.372,92.897,93.922,92.054,NA,NA
"2017bahrain","fmassa",94.246,92.079,92.801,91.373,90.677,90.074
"2017bahrain","jpalmer",95.068,92.876,94.417,91.458,90.899,91.074
"2017bahrain","kmagnussen",95.579,92.854,94.198,92.9,NA,NA
"2017bahrain","kraikkonen",102.333,91.478,92.785,90.988,89.843,89.567
"2017bahrain","lhamilton",94.636,91.594,92.304,90.814,89.535,88.792
"2017bahrain","lstroll",94.322,93.361,93.965,91.748,91.168,NA
"2017bahrain","mericsson",95.888,93.944,94.268,92.543,NA,NA
"2017bahrain","mverstappen",93.566,92.245,92.194,90.904,90.307,89.687
"2017bahrain","nhulkenberg",94.927,91.883,92.933,91.057,90.169,89.842
"2017bahrain","pwehrlein",95.959,94.117,93.947,91.995,91.414,NA
"2017bahrain","rgrosjean",94.564,92.505,94.205,91.691,90.857,90.763
"2017bahrain","sperez",94.095,93.319,93.916,92.318,NA,NA
"2017bahrain","svandoorne",94.997,94.23,94.027,92.313,NA,NA
"2017bahrain","svettel",92.697,91.31,92.75,91.037,89.596,89.247
"2017bahrain","vbottas",95.002,91.351,92.754,91.041,89.555,88.769
"2017russia","csainz",98.976,97.083,96.164,95.827,95.948,NA
"2017russia","dkvyat",98.496,97.3,96.846,95.984,95.968,NA
"2017russia","dricciardo",97.29,95.91,95.83,95.56,95.483,94.905
"2017russia","eocon",98.065,96.654,96.676,95.372,95.729,95.43
"2017russia","falonso",98.813,96.765,96.869,96.353,96.66,NA
"2017russia","fmassa",97.9,96.261,95.471,95.828,95.049,95.11
"2017russia","jpalmer",99.158,96.771,NA,96.462,NA,NA
"2017russia","kmagnussen",98.747,96.506,96.556,96.408,96.017,NA
"2017russia","kraikkonen",96.074,94.383,94.338,94.953,93.663,93.253
"2017russia","lhamilton",96.681,94.829,94.542,94.409,93.76,93.767
"2017russia","lstroll",97.944,97.747,96.649,96.279,95.964,NA
"2017russia","mericsson",100.079,97.819,97.503,97.507,NA,NA
"2017russia","mverstappen",97.174,95.54,95.452,95.301,95.221,95.161
"2017russia","nhulkenberg",NA,96.329,95.662,95.507,95.328,95.285
"2017russia","pwehrlein",99.731,97.441,97.657,97.332,NA,NA
"2017russia","rgrosjean",99.533,97.039,97.164,97.62,NA,NA
"2017russia","sperez",97.457,96.6,96.962,96.185,95.513,95.337
"2017russia","svandoorne",99.541,97.125,97.182,97.07,NA,NA
"2017russia","svettel",97.23,94.12,94.001,94.493,94.038,93.194
"2017russia","vbottas",96.119,94.79,94.364,94.041,93.264,93.289
"2017spain","csainz",84.004,82.265,81.835,81.941,81.371,NA
"2017spain","dkvyat",84.642,83.236,82.391,82.746,NA,NA
"2017spain","dricciardo",83.084,81.585,81.249,81.704,80.855,80.175
"2017spain","eocon",84.324,82.52,82.297,81.901,81.148,81.272
"2017spain","falonso",NA,84.077,82.093,82.015,81.251,81.048
"2017spain","fmassa",84.618,82.015,81.746,82.138,81.222,81.232
"2017spain","jpalmer",NA,81.992,82.755,82.401,NA,NA
"2017spain","kmagnussen",83.67,83.007,82.214,81.945,81.329,NA
"2017spain","kraikkonen",82.456,81.112,80.214,80.742,80.621,79.439
"2017spain","lhamilton",81.521,80.802,80.595,80.511,80.21,79.149
"2017spain","lstroll",85.919,83.221,82.574,82.411,NA,NA
"2017spain","mericsson",84.966,83.082,82.513,82.332,NA,NA
"2017spain","mverstappen",82.706,81.438,81.025,81.43,80.722,79.706
"2017spain","nhulkenberg",83.993,81.687,81.67,82.091,81.397,NA
"2017spain","pwehrlein",85.182,83.599,82.974,82.327,81.803,NA
"2017spain","rgrosjean",83.758,82.371,82.128,81.822,81.517,NA
"2017spain","sperez",84.188,82.722,82.237,81.998,81.239,81.07
"2017spain","svandoorne",84.4,82.693,82.853,82.532,NA,NA
"2017spain","svettel",82.6,81.22,80.456,80.939,80.295,79.2
"2017spain","vbottas",81.55,80.892,80.868,80.991,80.3,79.373
"2017monaco","csainz",74.333,73.4,73.4,73.526,73.397,73.162
"2017monaco","dkvyat",74.111,73.331,73.563,73.899,73.516,NA
"2017monaco","dricciardo",73.854,73.207,73.392,73.219,73.011,72.998
"2017monaco","eocon",74.425,74.093,74.072,74.101,NA,NA
"2017monaco","fmassa",74.617,74.003,74.072,73.796,80.529,NA
"2017monaco","jbutton",74.954,73.981,73.976,73.723,73.453,73.613
"2017monaco","jpalmer",75.949,75.616,75.164,74.696,NA,NA
"2017monaco","kmagnussen",74.87,73.89,73.596,73.531,73.959,NA
"2017monaco","kraikkonen",74.164,73.283,72.74,73.117,72.231,72.178
"2017monaco","lhamilton",73.425,73.873,73.23,73.64,74.106,NA
"2017monaco","lstroll",75.595,74.474,74.675,74.893,NA,NA
"2017monaco","mericsson",NA,75.691,75.863,75.276,NA,NA
"2017monaco","mverstappen",73.771,73.486,72.94,73.078,72.697,72.496
"2017monaco","nhulkenberg",NA,74.87,74.283,73.787,73.628,NA
"2017monaco","pwehrlein",76.258,75.695,75.291,75.159,NA,NA
"2017monaco","rgrosjean",75.321,74.022,74.547,73.786,73.203,73.349
"2017monaco","sperez",74.201,73.799,73.936,73.53,73.43,73.329
"2017monaco","svandoorne",74.813,73.946,73.805,73.476,73.249,NA
"2017monaco","svettel",73.621,72.72,72.395,73.09,72.449,72.221
"2017monaco","vbottas",73.791,73.902,72.83,73.325,72.901,72.223
"2017canada","csainz",NA,74.621,73.667,74.051,73.756,NA
"2017canada","dkvyat",75.658,74.461,73.788,73.802,73.69,NA
"2017canada","dricciardo",75.441,75.072,73.545,73.543,72.81,72.557
"2017canada","eocon",74.785,74.299,73.635,73.52,73.32,73.135
"2017canada","falonso",76.521,74.245,73.885,73.669,73.693,NA
"2017canada","fmassa",75.106,74.063,73.527,73.435,73.012,72.858
"2017canada","jpalmer",77.004,75.127,74.102,73.99,74.293,NA
"2017canada","kmagnussen",76.233,74.676,74.392,74.318,NA,NA
"2017canada","kraikkonen",74.23,72.935,72.864,73.548,72.58,72.252
"2017canada","lhamilton",73.809,73.15,72.926,72.692,72.496,71.459
"2017canada","lstroll",76.313,75.24,74.409,74.209,NA,NA
"2017canada","mericsson",76.805,75.611,74.883,74.495,NA,NA
"2017canada","mverstappen",74.861,73.388,72.965,73.177,72.751,72.403
"2017canada","nhulkenberg",76.473,74.604,73.493,73.804,73.406,73.271
"2017canada","pwehrlein",77.606,76.308,74.965,74.81,NA,NA
"2017canada","rgrosjean",76.345,74.566,73.994,73.78,73.839,NA
"2017canada","sperez",74.578,74.501,73.956,73.47,73.262,73.018
"2017canada","svandoorne",75.943,75.624,74.228,74.182,NA,NA
"2017canada","svettel",74.007,73.2,72.572,73.046,72.749,71.789
"2017canada","vbottas",74.046,73.31,73.21,72.685,72.563,72.177
"2017azerbaijan","csainz",107.501,105.733,104.401,103.489,103.347,NA
"2017azerbaijan","dkvyat",106.617,104.321,103.908,102.927,103.186,NA
"2017azerbaijan","dricciardo",104.88,103.473,103.287,102.857,102.215,103.414
"2017azerbaijan","eocon",105.752,104.484,103.344,103.051,102.751,102.186
"2017azerbaijan","falonso",107.551,105.515,104.741,104.334,NA,NA
"2017azerbaijan","fmassa",105.968,104.609,103.738,103.165,102.735,102.798
"2017azerbaijan","jpalmer",108.525,106.061,113.04,NA,NA,NA
"2017azerbaijan","kmagnussen",106.721,105.831,104.926,104.029,103.796,NA
"2017azerbaijan","kraikkonen",106,103.489,102.837,102.678,102.09,101.693
"2017azerbaijan","lhamilton",105.497,104.525,103.158,101.983,101.275,100.593
"2017azerbaijan","lstroll",106.649,104.113,104.04,103.613,102.284,102.753
"2017azerbaijan","mericsson",109.937,107.347,105.645,104.795,NA,NA
"2017azerbaijan","mverstappen",104.41,103.362,103.614,102.544,101.961,101.879
"2017azerbaijan","nhulkenberg",107.217,106.003,104.312,103.93,104.267,NA
"2017azerbaijan","pwehrlein",109.048,107.15,105.722,104.317,104.603,NA
"2017azerbaijan","rgrosjean",106.837,107.722,105.491,104.468,NA,NA
"2017azerbaijan","sperez",105.398,104.306,104.138,103.162,102.467,102.111
"2017azerbaijan","svandoorne",107.446,106.174,105.143,105.03,NA,NA
"2017azerbaijan","svettel",104.967,103.615,104.344,102.952,101.911,101.841
"2017azerbaijan","vbottas",105.737,103.462,102.742,103.026,101.502,101.027
"2017austria","csainz",67.633,67.1,66.284,65.675,65.544,65.726
"2017austria","dkvyat",67.437,66.906,66.279,65.99,65.884,NA
"2017austria","dricciardo",66.62,65.873,65.896,65.854,65.161,64.896
"2017austria","eocon",67.511,66.849,66.374,66.033,65.55,65.674
"2017austria","falonso",67.51,66.732,66.599,66.158,65.602,NA
"2017austria","fmassa",67.55,67.065,66.865,66.534,NA,NA
"2017austria","jpalmer",67.649,67.623,66.595,66.345,NA,NA
"2017austria","kmagnussen",67.594,66.591,65.936,66.143,NA,NA
"2017austria","kraikkonen",66.848,66.144,65.611,65.148,65.004,64.779
"2017austria","lhamilton",65.975,65.483,65.361,65.064,64.8,64.424
"2017austria","lstroll",68.041,67.468,66.776,66.608,NA,NA
"2017austria","mericsson",70.853,68.87,67.378,66.857,NA,NA
"2017austria","mverstappen",66.165,65.832,65.784,65.779,64.948,64.983
"2017austria","nhulkenberg",NA,66.735,66.563,66.174,65.597,NA
"2017austria","pwehrlein",69.323,68.782,67.468,67.011,NA,NA
"2017austria","rgrosjean",68.074,66.763,66.015,65.902,65.319,65.48
"2017austria","sperez",NA,67.509,66.875,65.975,65.435,65.605
"2017austria","svandoorne",67.283,66.859,66.578,66.316,65.741,NA
"2017austria","svettel",66.424,65.63,65.092,65.585,64.772,64.293
"2017austria","vbottas",66.345,65.699,65.515,65.76,64.316,64.251
"2017greatbritain","csainz",91.2,90.555,90.515,101.114,91.368,NA
"2017greatbritain","dkvyat",90.895,90.562,90.504,101.726,90.355,NA
"2017greatbritain","dricciardo",89.942,89.586,89.612,102.966,NA,NA
"2017greatbritain","eocon",91.21,90.383,90.172,99.738,89.701,89.074
"2017greatbritain","falonso",90.993,90.238,90.138,97.598,90.6,NA
"2017greatbritain","fmassa",90.999,90.006,89.959,101.874,91.482,NA
"2017greatbritain","jpalmer",92.45,90.879,90.302,101.404,90.193,NA
"2017greatbritain","kmagnussen",NA,90.835,90.27,102.577,NA,NA
"2017greatbritain","kraikkonen",90.137,88.828,88.732,100.455,88.992,87.147
"2017greatbritain","lhamilton",89.184,88.543,88.063,99.069,87.893,86.6
"2017greatbritain","lstroll",91.684,90.695,91.358,102.573,NA,NA
"2017greatbritain","mericsson",93.399,91.616,90.63,102.633,NA,NA
"2017greatbritain","mverstappen",89.604,89.098,89.904,98.912,89.431,88.13
"2017greatbritain","nhulkenberg",92.171,89.936,89.48,99.201,89.34,88.856
"2017greatbritain","pwehrlein",93.029,91.929,90.621,102.593,NA,NA
"2017greatbritain","rgrosjean",91.61,90.661,89.819,102.042,89.966,89.549
"2017greatbritain","sperez",91.297,90.624,90.416,102.009,89.824,88.902
"2017greatbritain","svandoorne",91.041,90.782,90.088,100.011,90.105,89.418
"2017greatbritain","svettel",90.517,88.956,88.095,99.962,88.978,87.356
"2017greatbritain","vbottas",89.106,88.496,88.137,99.698,88.732,87.376
"2017hungary","csainz",80.917,79.834,79.3,78.948,78.311,78.912
"2017hungary","dkvyat",80.78,80.577,79.455,78.702,78.538,NA
"2017hungary","dricciardo",78.486,78.455,78.714,77.702,77.698,76.818
"2017hungary","eocon",NA,80.126,79.352,78.843,78.495,NA
"2017hungary","falonso",79.987,79.815,78.884,78.395,77.919,77.549
"2017hungary","jpalmer",80.461,81.175,78.956,78.699,78.415,NA
"2017hungary","kmagnussen",NA,81.345,79.895,79.095,NA,NA
"2017hungary","kraikkonen",78.72,78.755,77.492,77.364,77.207,76.444
"2017hungary","lhamilton",78.858,78.779,78.434,77.492,76.693,76.707
"2017hungary","lstroll",80.974,80.791,80.379,79.102,NA,NA
"2017hungary","mericsson",81.785,81.559,80.748,79.972,NA,NA
"2017hungary","mverstappen",79.162,78.951,78.194,77.266,77.028,76.797
"2017hungary","nhulkenberg",80.15,79.714,78.699,78.137,77.655,77.468
"2017hungary","pdiresta",NA,NA,NA,79.868,NA,NA
"2017hungary","pwehrlein",82.49,81.722,80.446,79.839,NA,NA
"2017hungary","rgrosjean",81.313,81.504,79.622,79.085,78.771,NA
"2017hungary","sperez",80.574,80.266,79.609,79.095,78.639,NA
"2017hungary","svandoorne",80.005,79.909,78.638,78.479,78,77.894
"2017hungary","svettel",79.563,78.638,77.017,77.244,76.802,76.276
"2017hungary","vbottas",79.248,78.656,77.914,78.058,77.362,76.53
"2017belgium","csainz",107.446,106.561,105.942,105.374,105.439,NA
"2017belgium","dkvyat",107.851,107.45,107.903,106.028,NA,NA
"2017belgium","dricciardo",106.352,106.072,105.286,105.114,104.224,103.863
"2017belgium","eocon",107.67,106.473,106.179,105.277,105.006,105.369
"2017belgium","falonso",108.252,106.743,106.06,105.668,105.09,NA
"2017belgium","fmassa",NA,NA,106.667,105.823,NA,NA
"2017belgium","jpalmer",107.93,106.67,105.491,105.447,104.843,NA
"2017belgium","kmagnussen",108.615,107.556,106.69,105.535,105.4,NA
"2017belgium","kraikkonen",105.502,105.015,103.916,104.729,103.7,103.27
"2017belgium","lhamilton",105.555,104.753,104.114,104.184,102.927,102.553
"2017belgium","lstroll",108.541,107.861,106.62,106.915,NA,NA
"2017belgium","mericsson",110.16,109.214,108.3,107.214,NA,NA
"2017belgium","mverstappen",106.302,105.225,105.034,104.535,103.94,103.38
"2017belgium","nhulkenberg",108.037,106.441,106.064,105.28,104.988,104.982
"2017belgium","pwehrlein",111.263,109.725,108.296,107.679,NA,NA
"2017belgium","rgrosjean",108.626,107.285,106.196,105.728,105.133,NA
"2017belgium","sperez",108.452,106.984,105.857,105.591,104.894,105.244
"2017belgium","svandoorne",107.865,107.303,106.3,105.441,NA,NA
"2017belgium","svettel",105.647,105.235,104.113,104.275,103.987,102.795
"2017belgium","vbottas",106.424,105.18,105.23,104.773,103.249,103.094
"2017italy","csainz",83.68,83.15,101.515,99.788,98.526,NA
"2017italy","dkvyat",84.012,84.253,105.033,99.183,98.245,NA
"2017italy","dricciardo",82.742,82.752,NA,98.304,97.313,96.841
"2017italy","eocon",83.4,82.977,NA,98.775,97.58,97.719
"2017italy","falonso",84.015,82.968,NA,99.134,98.202,NA
"2017italy","fmassa",83.561,82.985,100.66,98.338,97.456,98.251
"2017italy","jpalmer",85.166,83.317,104.369,100.646,NA,NA
"2017italy","kmagnussen",83.973,83.65,NA,100.489,NA,NA
"2017italy","kraikkonen",82.689,81.804,NA,98.235,97.031,97.987
"2017italy","lhamilton",81.537,81.462,NA,96.009,94.66,95.554
"2017italy","lstroll",83.991,83.403,100.888,97.653,97.002,97.032
"2017italy","mericsson",85.687,84.894,104.701,101.732,NA,NA
"2017italy","mverstappen",82.749,82.409,NA,97.344,96.113,96.702
"2017italy","nhulkenberg",84.542,83.272,101.491,99.242,98.059,NA
"2017italy","pwehrlein",85.223,85.295,NA,101.875,NA,NA
"2017italy","rgrosjean",84.079,83.567,NA,103.355,NA,NA
"2017italy","sperez",83.317,83.352,NA,98.511,97.582,NA
"2017italy","svandoorne",83.465,82.947,NA,98.767,97.471,99.157
"2017italy","svettel",82.652,81.546,NA,97.198,96.223,98.064
"2017italy","vbottas",81.972,81.406,NA,95.716,95.396,97.833
"2017singapore","csainz",NA,103.236,103.356,102.176,101.826,102.056
"2017singapore","dkvyat",104.22,103.608,103.574,102.544,102.338,NA
"2017singapore","dricciardo",102.489,100.852,102.517,102.063,100.385,99.84
"2017singapore","eocon",105.053,103.054,103.109,103.626,102.76,NA
"2017singapore","falonso",103.759,102.788,102.383,102.086,101.442,101.179
"2017singapore","fmassa",107.699,105.721,106.339,105.57,NA,NA
"2017singapore","jpalmer",104.961,103.795,103.368,102.472,102.107,NA
"2017singapore","kmagnussen",NA,104.417,104.041,103.756,NA,NA
"2017singapore","kraikkonen",103.734,102.835,102.708,103.328,100.525,100.069
"2017singapore","lhamilton",102.904,101.555,101.971,102.455,100.577,100.126
"2017singapore","lstroll",107.19,104.301,104.223,104.728,NA,NA
"2017singapore","mericsson",107.699,105.721,106.339,105.57,NA,NA
"2017singapore","mverstappen",102.61,101.408,101.829,102.01,100.332,99.814
"2017singapore","nhulkenberg",104.101,102.448,102.549,102.586,101.277,101.013
"2017singapore","pwehrlein",107.886,105.673,105.76,105.059,NA,NA
"2017singapore","rgrosjean",106.456,104.928,104.295,103.627,103.883,NA
"2017singapore","sperez",103.423,102.826,103.01,103.594,102.246,NA
"2017singapore","svandoorne",104.34,102.501,102.439,102.222,101.227,101.398
"2017singapore","svettel",102.598,103.104,101.901,103.336,100.529,99.491
"2017singapore","vbottas",103.434,102.104,102.592,103.137,101.409,100.81
"2017malaysia","csainz",NA,94.104,93.924,92.65,92.402,NA
"2017malaysia","dricciardo",109.719,92.099,92.091,92.416,91.061,90.595
"2017malaysia","eocon",113.896,93.096,93.29,92.527,91.651,91.478
"2017malaysia","falonso",110.597,92.564,93.53,93.049,92.01,91.704
"2017malaysia","fmassa",NA,93.394,93.24,92.267,92.034,NA
"2017malaysia","jpalmer",113.625,93.381,94.475,92.576,92.1,NA
"2017malaysia","kmagnussen",NA,94.343,93.787,93.434,NA,NA
"2017malaysia","kraikkonen",110.734,91.865,91.88,92.259,90.926,90.121
"2017malaysia","lhamilton",111.518,92.677,92.539,91.605,90.977,90.076
"2017malaysia","lstroll",112.295,93.818,93.538,93,92.307,NA
"2017malaysia","mericsson",NA,95.697,94.936,93.97,NA,NA
"2017malaysia","mverstappen",108.962,92.109,92.579,91.92,90.931,90.541
"2017malaysia","nhulkenberg",NA,93.06,93.871,92.586,91.778,91.607
"2017malaysia","pgasly",112.38,94.043,94.206,92.547,92.558,NA
"2017malaysia","pwehrlein",115.652,95.246,95.045,93.483,NA,NA
"2017malaysia","rgrosjean",116.211,94.118,94.914,93.308,NA,NA
"2017malaysia","sperez",114.669,92.862,93.209,92.768,91.484,91.658
"2017malaysia","svandoorne",113.771,93.673,93.321,92.838,91.848,91.582
"2017malaysia","svettel",111.009,91.261,92.042,NA,NA,NA
"2017malaysia","vbottas",112.007,92.72,92.329,92.254,90.803,90.758
