"racename","driver","startlap","interrupt"
"2015usa","svettel",19,NA
"2015usa","svettel",28,NA
"2015usa","svettel",44,NA
"2015usa","pmaldonado",1,NA
"2015usa","pmaldonado",19,NA
"2015usa","pmaldonado",28,NA
"2015usa","pmaldonado",44,NA
"2015usa","nhulkenberg",1,NA
"2015usa","nhulkenberg",20,NA
"2015usa","nhulkenberg",28,NA
"2015usa","sperez",1,NA
"2015usa","sperez",20,NA
"2015usa","sperez",28,NA
"2015usa","dricciardo",1,NA
"2015usa","dricciardo",20,NA
"2015usa","dricciardo",39,NA
"2015usa","dricciardo",51,NA
"2015usa","lhamilton",1,NA
"2015usa","lhamilton",19,NA
"2015usa","lhamilton",44,NA
"2015usa","rgrosjean",1,NA
"2015usa","rgrosjean",2,NA
"2015usa","rgrosjean",10,NA
"2015usa","kraikkonen",1,NA
"2015usa","kraikkonen",20,NA
"2015usa","kraikkonen",21,NA
"2015usa","vbottas",1,NA
"2015usa","vbottas",2,NA
"2015usa","vbottas",5,NA
"2015usa","jbutton",1,NA
"2015usa","jbutton",18,NA
"2015usa","jbutton",28,NA
"2015usa","jbutton",45,NA
"2015usa","arossi",1,NA
"2015usa","arossi",2,NA
"2015usa","arossi",18,NA
"2015usa","arossi",28,NA
"2015usa","dkvyat",1,NA
"2015usa","dkvyat",20,NA
"2015usa","dkvyat",39,NA
"2015usa","falonso",1,NA
"2015usa","falonso",2,NA
"2015usa","falonso",19,NA
"2015usa","falonso",27,NA
"2015usa","mericsson",1,NA
"2015usa","mericsson",17,NA
"2015usa","mericsson",20,NA
"2015usa","lnasr",1,NA
"2015usa","lnasr",3,NA
"2015usa","lnasr",4,NA
"2015usa","lnasr",18,NA
"2015usa","lnasr",27,NA
"2015usa","lnasr",43,NA
"2015usa","fmassa",1,NA
"2015usa","fmassa",19,NA
"2015usa","mverstappen",1,NA
"2015usa","mverstappen",19,NA
"2015usa","mverstappen",29,NA
"2015usa","wstevens",1,NA
"2015usa","csainz",1,NA
"2015usa","csainz",20,NA
"2015usa","csainz",28,NA
"2015usa","csainz",44,NA
"2015usa","nrosberg",1,NA
"2015usa","nrosberg",20,NA
"2015usa","nrosberg",39,NA
"2015mexico","svettel",1,NA
"2015mexico","svettel",2,NA
"2015mexico","svettel",36,NA
"2015mexico","pmaldonado",1,NA
"2015mexico","pmaldonado",11,NA
"2015mexico","pmaldonado",53,NA
"2015mexico","nhulkenberg",1,NA
"2015mexico","nhulkenberg",10,NA
"2015mexico","nhulkenberg",53,NA
"2015mexico","sperez",1,NA
"2015mexico","sperez",19,NA
"2015mexico","dricciardo",1,NA
"2015mexico","dricciardo",25,NA
"2015mexico","dricciardo",53,NA
"2015mexico","lhamilton",1,NA
"2015mexico","lhamilton",29,NA
"2015mexico","lhamilton",49,NA
"2015mexico","rgrosjean",1,NA
"2015mexico","rgrosjean",12,NA
"2015mexico","rgrosjean",53,NA
"2015mexico","kraikkonen",1,NA
"2015mexico","vbottas",1,NA
"2015mexico","vbottas",9,NA
"2015mexico","vbottas",54,NA
"2015mexico","jbutton",1,NA
"2015mexico","jbutton",31,NA
"2015mexico","jbutton",48,NA
"2015mexico","arossi",1,NA
"2015mexico","arossi",28,NA
"2015mexico","arossi",51,NA
"2015mexico","dkvyat",1,NA
"2015mexico","dkvyat",22,NA
"2015mexico","dkvyat",53,NA
"2015mexico","falonso",1,NA
"2015mexico","mericsson",1,NA
"2015mexico","mericsson",11,NA
"2015mexico","mericsson",40,NA
"2015mexico","mericsson",52,NA
"2015mexico","lnasr",1,NA
"2015mexico","lnasr",13,NA
"2015mexico","lnasr",45,NA
"2015mexico","lnasr",52,NA
"2015mexico","fmassa",1,NA
"2015mexico","fmassa",10,NA
"2015mexico","fmassa",53,NA
"2015mexico","mverstappen",1,NA
"2015mexico","mverstappen",26,NA
"2015mexico","mverstappen",53,NA
"2015mexico","wstevens",1,NA
"2015mexico","wstevens",27,NA
"2015mexico","wstevens",51,NA
"2015mexico","csainz",1,NA
"2015mexico","csainz",14,NA
"2015mexico","csainz",44,NA
"2015mexico","csainz",52,NA
"2015mexico","nrosberg",1,NA
"2015mexico","nrosberg",27,NA
"2015mexico","nrosberg",47,NA
"2015brazil","svettel",1,NA
"2015brazil","svettel",14,NA
"2015brazil","svettel",33,NA
"2015brazil","svettel",48,NA
"2015brazil","pmaldonado",1,NA
"2015brazil","pmaldonado",26,NA
"2015brazil","pmaldonado",45,NA
"2015brazil","nhulkenberg",1,NA
"2015brazil","nhulkenberg",10,NA
"2015brazil","nhulkenberg",36,NA
"2015brazil","sperez",1,NA
"2015brazil","sperez",11,NA
"2015brazil","sperez",34,NA
"2015brazil","sperez",52,NA
"2015brazil","dricciardo",1,NA
"2015brazil","dricciardo",4,NA
"2015brazil","dricciardo",29,NA
"2015brazil","dricciardo",53,NA
"2015brazil","lhamilton",1,NA
"2015brazil","lhamilton",15,NA
"2015brazil","lhamilton",35,NA
"2015brazil","lhamilton",50,NA
"2015brazil","rgrosjean",1,NA
"2015brazil","rgrosjean",11,NA
"2015brazil","rgrosjean",36,NA
"2015brazil","rgrosjean",55,NA
"2015brazil","kraikkonen",1,NA
"2015brazil","kraikkonen",13,NA
"2015brazil","kraikkonen",47,NA
"2015brazil","vbottas",1,NA
"2015brazil","vbottas",12,NA
"2015brazil","vbottas",42,NA
"2015brazil","jbutton",1,NA
"2015brazil","jbutton",13,NA
"2015brazil","jbutton",32,NA
"2015brazil","jbutton",52,NA
"2015brazil","arossi",1,NA
"2015brazil","arossi",15,NA
"2015brazil","arossi",42,NA
"2015brazil","dkvyat",1,NA
"2015brazil","dkvyat",11,NA
"2015brazil","dkvyat",40,NA
"2015brazil","falonso",1,NA
"2015brazil","falonso",14,NA
"2015brazil","falonso",33,NA
"2015brazil","falonso",53,NA
"2015brazil","mericsson",1,NA
"2015brazil","mericsson",13,NA
"2015brazil","mericsson",33,NA
"2015brazil","mericsson",54,NA
"2015brazil","lnasr",1,NA
"2015brazil","lnasr",15,NA
"2015brazil","lnasr",40,NA
"2015brazil","fmassa",1,NA
"2015brazil","fmassa",11,NA
"2015brazil","fmassa",39,NA
"2015brazil","fmassa",56,NA
"2015brazil","mverstappen",1,NA
"2015brazil","mverstappen",12,NA
"2015brazil","mverstappen",35,NA
"2015brazil","mverstappen",54,NA
"2015brazil","wstevens",1,NA
"2015brazil","wstevens",16,NA
"2015brazil","wstevens",41,NA
"2015brazil","nrosberg",1,NA
"2015brazil","nrosberg",14,NA
"2015brazil","nrosberg",34,NA
"2015brazil","nrosberg",49,NA
"2015abudhabi","svettel",1,NA
"2015abudhabi","svettel",24,NA
"2015abudhabi","svettel",40,NA
"2015abudhabi","nhulkenberg",1,NA
"2015abudhabi","nhulkenberg",8,NA
"2015abudhabi","nhulkenberg",25,NA
"2015abudhabi","sperez",1,NA
"2015abudhabi","sperez",7,NA
"2015abudhabi","sperez",28,NA
"2015abudhabi","dricciardo",1,NA
"2015abudhabi","dricciardo",7,NA
"2015abudhabi","dricciardo",27,NA
"2015abudhabi","lhamilton",1,NA
"2015abudhabi","lhamilton",12,NA
"2015abudhabi","lhamilton",42,NA
"2015abudhabi","rgrosjean",1,NA
"2015abudhabi","rgrosjean",24,NA
"2015abudhabi","rgrosjean",44,NA
"2015abudhabi","kraikkonen",1,NA
"2015abudhabi","kraikkonen",11,NA
"2015abudhabi","kraikkonen",33,NA
"2015abudhabi","vbottas",1,NA
"2015abudhabi","vbottas",9,NA
"2015abudhabi","vbottas",10,NA
"2015abudhabi","vbottas",30,NA
"2015abudhabi","jbutton",1,NA
"2015abudhabi","jbutton",9,NA
"2015abudhabi","jbutton",28,NA
"2015abudhabi","dkvyat",1,NA
"2015abudhabi","dkvyat",6,NA
"2015abudhabi","dkvyat",26,NA
"2015abudhabi","falonso",1,NA
"2015abudhabi","falonso",2,NA
"2015abudhabi","falonso",18,NA
"2015abudhabi","falonso",48,NA
"2015abudhabi","mericsson",1,NA
"2015abudhabi","mericsson",16,NA
"2015abudhabi","mericsson",42,NA
"2015abudhabi","lnasr",1,NA
"2015abudhabi","lnasr",5,NA
"2015abudhabi","lnasr",27,NA
"2015abudhabi","lnasr",45,NA
"2015abudhabi","fmassa",1,NA
"2015abudhabi","fmassa",7,NA
"2015abudhabi","fmassa",27,NA
"2015abudhabi","rmehri",1,NA
"2015abudhabi","rmehri",25,NA
"2015abudhabi","mverstappen",1,NA
"2015abudhabi","mverstappen",9,NA
"2015abudhabi","mverstappen",21,NA
"2015abudhabi","mverstappen",39,NA
"2015abudhabi","wstevens",1,NA
"2015abudhabi","wstevens",24,NA
"2015abudhabi","wstevens",34,NA
"2015abudhabi","csainz",1,NA
"2015abudhabi","csainz",8,NA
"2015abudhabi","csainz",29,NA
"2015abudhabi","nrosberg",1,NA
"2015abudhabi","nrosberg",11,NA
"2015abudhabi","nrosberg",32,NA
"2016australia","svettel",1,NA
"2016australia","svettel",14,NA
"2016australia","svettel",20,NA
"2016australia","svettel",36,NA
"2016australia","nhulkenberg",1,NA
"2016australia","nhulkenberg",17,NA
"2016australia","nhulkenberg",20,NA
"2016australia","sperez",1,NA
"2016australia","sperez",17,NA
"2016australia","sperez",20,NA
"2016australia","dricciardo",1,NA
"2016australia","dricciardo",13,NA
"2016australia","dricciardo",20,NA
"2016australia","dricciardo",43,NA
"2016australia","lhamilton",1,NA
"2016australia","lhamilton",17,NA
"2016australia","lhamilton",20,NA
"2016australia","rgrosjean",1,NA
"2016australia","rgrosjean",20,NA
"2016australia","kraikkonen",1,NA
"2016australia","kraikkonen",17,NA
"2016australia","kraikkonen",20,NA
"2016australia","vbottas",1,NA
"2016australia","vbottas",19,NA
"2016australia","vbottas",20,NA
"2016australia","jbutton",1,NA
"2016australia","jbutton",16,NA
"2016australia","jbutton",20,NA
"2016australia","jbutton",31,NA
"2016australia","egutierrez",1,NA
"2016australia","falonso",1,NA
"2016australia","falonso",13,NA
"2016australia","mericsson",1,NA
"2016australia","mericsson",12,NA
"2016australia","mericsson",20,NA
"2016australia","mericsson",28,NA
"2016australia","kmagnussen",1,NA
"2016australia","kmagnussen",2,NA
"2016australia","kmagnussen",18,NA
"2016australia","kmagnussen",19,NA
"2016australia","kmagnussen",20,NA
"2016australia","lnasr",1,NA
"2016australia","lnasr",11,NA
"2016australia","lnasr",20,NA
"2016australia","fmassa",1,NA
"2016australia","fmassa",12,NA
"2016australia","fmassa",20,NA
"2016australia","mverstappen",1,NA
"2016australia","mverstappen",14,NA
"2016australia","mverstappen",20,NA
"2016australia","mverstappen",33,NA
"2016australia","csainz",1,NA
"2016australia","csainz",9,NA
"2016australia","csainz",20,NA
"2016australia","csainz",32,NA
"2016australia","jpalmer",1,NA
"2016australia","jpalmer",13,NA
"2016australia","jpalmer",20,NA
"2016australia","rharyanto",1,NA
"2016australia","rharyanto",13,NA
"2016australia","pwehrlein",1,NA
"2016australia","pwehrlein",12,NA
"2016australia","pwehrlein",20,NA
"2016australia","pwehrlein",33,NA
"2016australia","nrosberg",1,NA
"2016australia","nrosberg",13,NA
"2016australia","nrosberg",20,NA
"2016bahrain","nhulkenberg",1,NA
"2016bahrain","nhulkenberg",2,NA
"2016bahrain","nhulkenberg",17,NA
"2016bahrain","nhulkenberg",36,NA
"2016bahrain","nhulkenberg",52,NA
"2016bahrain","sperez",1,NA
"2016bahrain","sperez",3,NA
"2016bahrain","sperez",15,NA
"2016bahrain","sperez",38,NA
"2016bahrain","dricciardo",1,NA
"2016bahrain","dricciardo",7,NA
"2016bahrain","dricciardo",25,NA
"2016bahrain","dricciardo",43,NA
"2016bahrain","lhamilton",1,NA
"2016bahrain","lhamilton",14,NA
"2016bahrain","lhamilton",29,NA
"2016bahrain","lhamilton",42,NA
"2016bahrain","rgrosjean",1,NA
"2016bahrain","rgrosjean",12,NA
"2016bahrain","rgrosjean",28,NA
"2016bahrain","rgrosjean",41,NA
"2016bahrain","kraikkonen",1,NA
"2016bahrain","kraikkonen",13,NA
"2016bahrain","kraikkonen",30,NA
"2016bahrain","kraikkonen",38,NA
"2016bahrain","vbottas",1,NA
"2016bahrain","vbottas",9,NA
"2016bahrain","vbottas",35,NA
"2016bahrain","jbutton",1,NA
"2016bahrain","egutierrez",1,NA
"2016bahrain","egutierrez",9,NA
"2016bahrain","dkvyat",1,NA
"2016bahrain","dkvyat",17,NA
"2016bahrain","dkvyat",35,NA
"2016bahrain","dkvyat",45,NA
"2016bahrain","mericsson",1,NA
"2016bahrain","mericsson",14,NA
"2016bahrain","mericsson",30,NA
"2016bahrain","kmagnussen",1,NA
"2016bahrain","kmagnussen",13,NA
"2016bahrain","kmagnussen",25,NA
"2016bahrain","kmagnussen",39,NA
"2016bahrain","lnasr",1,NA
"2016bahrain","lnasr",11,NA
"2016bahrain","lnasr",31,NA
"2016bahrain","lnasr",48,NA
"2016bahrain","fmassa",1,NA
"2016bahrain","fmassa",8,NA
"2016bahrain","fmassa",30,NA
"2016bahrain","mverstappen",1,NA
"2016bahrain","mverstappen",11,NA
"2016bahrain","mverstappen",27,NA
"2016bahrain","mverstappen",47,NA
"2016bahrain","csainz",1,NA
"2016bahrain","csainz",3,NA
"2016bahrain","csainz",21,NA
"2016bahrain","rharyanto",1,NA
"2016bahrain","rharyanto",13,NA
"2016bahrain","rharyanto",32,NA
"2016bahrain","rharyanto",45,NA
"2016bahrain","pwehrlein",1,NA
"2016bahrain","pwehrlein",12,NA
"2016bahrain","pwehrlein",30,NA
"2016bahrain","pwehrlein",42,NA
"2016bahrain","svandoorne",1,NA
"2016bahrain","svandoorne",10,NA
"2016bahrain","svandoorne",26,NA
"2016bahrain","svandoorne",42,NA
"2016bahrain","nrosberg",1,NA
"2016bahrain","nrosberg",14,NA
"2016bahrain","nrosberg",31,NA
"2016bahrain","nrosberg",40,NA
"2016china","svettel",1,NA
"2016china","svettel",5,NA
"2016china","svettel",18,NA
"2016china","svettel",36,NA
"2016china","nhulkenberg",1,NA
"2016china","nhulkenberg",5,NA
"2016china","nhulkenberg",18,NA
"2016china","nhulkenberg",27,NA
"2016china","nhulkenberg",47,NA
"2016china","sperez",1,NA
"2016china","sperez",5,NA
"2016china","sperez",19,NA
"2016china","sperez",29,NA
"2016china","dricciardo",1,NA
"2016china","dricciardo",4,NA
"2016china","dricciardo",20,NA
"2016china","dricciardo",38,NA
"2016china","lhamilton",1,NA
"2016china","lhamilton",2,NA
"2016china","lhamilton",6,NA
"2016china","lhamilton",7,NA
"2016china","lhamilton",22,NA
"2016china","lhamilton",31,NA
"2016china","rgrosjean",1,NA
"2016china","rgrosjean",2,NA
"2016china","rgrosjean",21,NA
"2016china","rgrosjean",34,NA
"2016china","rgrosjean",45,NA
"2016china","kraikkonen",1,NA
"2016china","kraikkonen",2,NA
"2016china","kraikkonen",15,NA
"2016china","kraikkonen",38,NA
"2016china","vbottas",1,NA
"2016china","vbottas",5,NA
"2016china","vbottas",22,NA
"2016china","vbottas",31,NA
"2016china","jbutton",1,NA
"2016china","jbutton",5,NA
"2016china","jbutton",28,NA
"2016china","jbutton",45,NA
"2016china","egutierrez",1,NA
"2016china","egutierrez",20,NA
"2016china","egutierrez",35,NA
"2016china","egutierrez",44,NA
"2016china","dkvyat",1,NA
"2016china","dkvyat",5,NA
"2016china","dkvyat",20,NA
"2016china","dkvyat",36,NA
"2016china","falonso",1,NA
"2016china","falonso",17,NA
"2016china","falonso",33,NA
"2016china","mericsson",1,NA
"2016china","mericsson",5,NA
"2016china","mericsson",29,NA
"2016china","kmagnussen",1,NA
"2016china","kmagnussen",5,NA
"2016china","kmagnussen",21,NA
"2016china","kmagnussen",36,NA
"2016china","lnasr",1,NA
"2016china","lnasr",2,NA
"2016china","lnasr",21,NA
"2016china","lnasr",41,NA
"2016china","fmassa",1,NA
"2016china","fmassa",20,NA
"2016china","fmassa",32,NA
"2016china","mverstappen",1,NA
"2016china","mverstappen",5,NA
"2016china","mverstappen",21,NA
"2016china","mverstappen",40,NA
"2016china","csainz",1,NA
"2016china","csainz",5,NA
"2016china","csainz",20,NA
"2016china","csainz",34,NA
"2016china","jpalmer",1,NA
"2016china","jpalmer",16,NA
"2016china","jpalmer",25,NA
"2016china","jpalmer",39,NA
"2016china","rharyanto",1,NA
"2016china","rharyanto",19,NA
"2016china","rharyanto",29,NA
"2016china","rharyanto",41,NA
"2016china","pwehrlein",1,NA
"2016china","pwehrlein",16,NA
"2016china","pwehrlein",28,NA
"2016china","pwehrlein",44,NA
"2016china","nrosberg",1,NA
"2016china","nrosberg",21,NA
"2016china","nrosberg",37,NA
"2016russia","sperez",1,NA
"2016russia","sperez",2,NA
"2016russia","sperez",28,NA
"2016russia","dricciardo",1,NA
"2016russia","dricciardo",2,NA
"2016russia","dricciardo",30,NA
"2016russia","lhamilton",1,NA
"2016russia","lhamilton",18,NA
"2016russia","rgrosjean",1,NA
"2016russia","rgrosjean",18,NA
"2016russia","kraikkonen",1,NA
"2016russia","kraikkonen",21,NA
"2016russia","vbottas",1,NA
"2016russia","vbottas",17,NA
"2016russia","jbutton",1,NA
"2016russia","jbutton",21,NA
"2016russia","egutierrez",1,NA
"2016russia","egutierrez",2,NA
"2016russia","dkvyat",1,NA
"2016russia","dkvyat",2,NA
"2016russia","falonso",1,NA
"2016russia","falonso",22,NA
"2016russia","mericsson",1,NA
"2016russia","mericsson",2,NA
"2016russia","mericsson",29,NA
"2016russia","kmagnussen",1,NA
"2016russia","kmagnussen",17,NA
"2016russia","lnasr",1,NA
"2016russia","lnasr",13,NA
"2016russia","fmassa",1,NA
"2016russia","fmassa",19,NA
"2016russia","fmassa",47,NA
"2016russia","mverstappen",1,NA
"2016russia","mverstappen",23,NA
"2016russia","csainz",1,NA
"2016russia","csainz",12,NA
"2016russia","jpalmer",1,NA
"2016russia","jpalmer",15,NA
"2016russia","pwehrlein",1,NA
"2016russia","pwehrlein",14,NA
"2016russia","pwehrlein",40,NA
"2016russia","nrosberg",1,NA
"2016russia","nrosberg",22,NA
"2010hungary","svettel",1,NA
"2010hungary","svettel",16,NA
"2010hungary","vpetrov",1,NA
"2010hungary","vpetrov",16,NA
"2010hungary","rbarrichello",1,NA
"2010hungary","rbarrichello",56,NA
"2010hungary","asutil",1,NA
"2010hungary","nhulkenberg",1,NA
"2010hungary","nhulkenberg",16,NA
"2010hungary","kkobayashi",1,NA
"2010hungary","kkobayashi",17,NA
"2010hungary","sbuemi",1,NA
"2010hungary","sbuemi",16,NA
"2010hungary","jalguersuari",1,NA
"2010hungary","mwebber",1,NA
"2010hungary","mwebber",44,NA
"2010hungary","hkovalainen",1,NA
"2010hungary","hkovalainen",16,NA
"2010hungary","jtrulli",1,NA
"2010hungary","jtrulli",21,NA
"2010hungary","vliuzzi",1,NA
"2010hungary","vliuzzi",15,NA
"2010hungary","tglock",1,NA
"2010hungary","tglock",16,NA
"2010hungary","lhamilton",1,NA
"2010hungary","lhamilton",16,NA
"2010hungary","pdelarosa",1,NA
"2010hungary","pdelarosa",16,NA
"2010hungary","bsenna",1,NA
"2010hungary","bsenna",16,NA
"2010hungary","jbutton",1,NA
"2010hungary","jbutton",15,NA
"2010hungary","rkubica",1,NA
"2010hungary","rkubica",16,NA
"2010hungary","rkubica",23,NA
"2010hungary","falonso",1,NA
"2010hungary","falonso",16,NA
"2010hungary","ldigrassi",1,NA
"2010hungary","ldigrassi",16,NA
"2010hungary","ldigrassi",17,NA
"2010hungary","syamamoto",1,NA
"2010hungary","syamamoto",15,NA
"2010hungary","fmassa",1,NA
"2010hungary","fmassa",16,NA
"2010hungary","mschumacher",1,NA
"2010hungary","mschumacher",16,NA
"2010hungary","nrosberg",1,NA
"2016spain","svettel",1,NA
"2016spain","svettel",16,NA
"2016spain","svettel",30,NA
"2016spain","svettel",38,NA
"2016spain","nhulkenberg",1,NA
"2016spain","nhulkenberg",11,NA
"2016spain","sperez",1,NA
"2016spain","sperez",10,NA
"2016spain","sperez",36,NA
"2016spain","dricciardo",1,NA
"2016spain","dricciardo",12,NA
"2016spain","dricciardo",29,NA
"2016spain","dricciardo",44,NA
"2016spain","dricciardo",66,NA
"2016spain","rgrosjean",1,NA
"2016spain","rgrosjean",16,NA
"2016spain","rgrosjean",30,NA
"2016spain","rgrosjean",38,NA
"2016spain","kraikkonen",1,NA
"2016spain","kraikkonen",13,NA
"2016spain","kraikkonen",36,NA
"2016spain","vbottas",1,NA
"2016spain","vbottas",13,NA
"2016spain","vbottas",40,NA
"2016spain","jbutton",1,NA
"2016spain","jbutton",11,NA
"2016spain","jbutton",37,NA
"2016spain","egutierrez",1,NA
"2016spain","egutierrez",17,NA
"2016spain","egutierrez",31,NA
"2016spain","dkvyat",1,NA
"2016spain","dkvyat",10,NA
"2016spain","dkvyat",26,NA
"2016spain","dkvyat",52,NA
"2016spain","falonso",1,NA
"2016spain","falonso",12,NA
"2016spain","falonso",40,NA
"2016spain","mericsson",1,NA
"2016spain","mericsson",10,NA
"2016spain","mericsson",25,NA
"2016spain","mericsson",41,NA
"2016spain","kmagnussen",1,NA
"2016spain","kmagnussen",11,NA
"2016spain","kmagnussen",31,NA
"2016spain","kmagnussen",56,NA
"2016spain","lnasr",1,NA
"2016spain","lnasr",13,NA
"2016spain","lnasr",37,NA
"2016spain","fmassa",1,NA
"2016spain","fmassa",9,NA
"2016spain","fmassa",26,NA
"2016spain","fmassa",42,NA
"2016spain","mverstappen",1,NA
"2016spain","mverstappen",13,NA
"2016spain","mverstappen",35,NA
"2016spain","csainz",1,NA
"2016spain","csainz",11,NA
"2016spain","csainz",39,NA
"2016spain","jpalmer",1,NA
"2016spain","jpalmer",12,NA
"2016spain","jpalmer",34,NA
"2016spain","rharyanto",1,NA
"2016spain","rharyanto",23,NA
"2016spain","rharyanto",49,NA
"2016spain","pwehrlein",1,NA
"2016spain","pwehrlein",12,NA
"2016spain","pwehrlein",34,NA
"2016monaco","svettel",1,NA
"2016monaco","svettel",14,NA
"2016monaco","svettel",32,NA
"2016monaco","nhulkenberg",1,NA
"2016monaco","nhulkenberg",16,NA
"2016monaco","nhulkenberg",32,NA
"2016monaco","sperez",1,NA
"2016monaco","sperez",22,NA
"2016monaco","sperez",31,NA
"2016monaco","dricciardo",1,NA
"2016monaco","dricciardo",24,NA
"2016monaco","dricciardo",33,NA
"2016monaco","lhamilton",1,NA
"2016monaco","lhamilton",32,NA
"2016monaco","rgrosjean",1,NA
"2016monaco","rgrosjean",16,NA
"2016monaco","rgrosjean",31,NA
"2016monaco","kraikkonen",1,NA
"2016monaco","vbottas",1,NA
"2016monaco","vbottas",16,NA
"2016monaco","vbottas",31,NA
"2016monaco","vbottas",50,NA
"2016monaco","jbutton",1,NA
"2016monaco","jbutton",9,NA
"2016monaco","jbutton",31,NA
"2016monaco","egutierrez",1,NA
"2016monaco","egutierrez",17,NA
"2016monaco","egutierrez",33,NA
"2016monaco","dkvyat",1,NA
"2016monaco","dkvyat",2,NA
"2016monaco","dkvyat",3,NA
"2016monaco","dkvyat",8,NA
"2016monaco","falonso",1,NA
"2016monaco","falonso",15,NA
"2016monaco","falonso",33,NA
"2016monaco","mericsson",1,NA
"2016monaco","mericsson",12,NA
"2016monaco","mericsson",30,NA
"2016monaco","mericsson",50,NA
"2016monaco","kmagnussen",1,NA
"2016monaco","kmagnussen",8,NA
"2016monaco","kmagnussen",22,NA
"2016monaco","kmagnussen",30,NA
"2016monaco","lnasr",1,NA
"2016monaco","lnasr",9,NA
"2016monaco","lnasr",33,NA
"2016monaco","fmassa",1,NA
"2016monaco","fmassa",21,NA
"2016monaco","fmassa",33,NA
"2016monaco","mverstappen",1,NA
"2016monaco","mverstappen",13,NA
"2016monaco","mverstappen",32,NA
"2016monaco","csainz",1,NA
"2016monaco","csainz",22,NA
